Bene_Geo_Lvl,Bene_Geo_Desc,Bene_Geo_Cd,Bene_Age_Lvl,Bene_Demo_Lvl,Bene_Demo_Desc,Bene_Cond,Prvlnc,Tot_Mdcr_Stdzd_Pymt_PC,Tot_Mdcr_Pymt_PC,Hosp_Readmsn_Rate,ER_Visits_Per_1000_Benes
State,Pennsylvania,42,All,Race,non-Hispanic White,Depression,0.195,,,,
State,Pennsylvania,42,65+,Race,Asian Pacific Islander,Diabetes,0.3546,,,,
State,Pennsylvania,42,<65,Race,Asian Pacific Islander,Diabetes,0.2789,,,,
State,Pennsylvania,42,All,Race,Asian Pacific Islander,Diabetes,0.3457,,,,
State,Pennsylvania,42,65+,Race,Hispanic,Diabetes,0.3716,,,,
State,Pennsylvania,42,<65,Race,Hispanic,Diabetes,0.2866,,,,
State,Pennsylvania,42,All,Race,Hispanic,Diabetes,0.3384,,,,
State,Pennsylvania,42,65+,Race,Native American,Diabetes,0.3542,,,,
State,Pennsylvania,42,<65,Race,Native American,Diabetes,0.212,,,,
State,Pennsylvania,42,All,Race,Native American,Diabetes,0.2846,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic Black,Diabetes,0.3702,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic Black,Diabetes,0.2943,,,,
State,Pennsylvania,42,All,Race,non-Hispanic Black,Diabetes,0.344,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic White,Diabetes,0.2524,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic White,Diabetes,0.23,,,,
State,Pennsylvania,42,All,Race,non-Hispanic White,Diabetes,0.2494,,,,
State,Pennsylvania,42,65+,Race,Asian Pacific Islander,Drug/Substance Abuse,0.0048,,,,
State,Pennsylvania,42,<65,Race,Asian Pacific Islander,Drug/Substance Abuse,0.0448,,,,
State,Pennsylvania,42,All,Race,Asian Pacific Islander,Drug/Substance Abuse,0.0095,,,,
State,Pennsylvania,42,65+,Race,Hispanic,Drug/Substance Abuse,0.0188,,,,
State,Pennsylvania,42,<65,Race,Hispanic,Drug/Substance Abuse,0.1106,,,,
State,Pennsylvania,42,All,Race,Hispanic,Drug/Substance Abuse,0.0547,,,,
State,Pennsylvania,42,65+,Race,Native American,Drug/Substance Abuse,,,,,
State,Pennsylvania,42,<65,Race,Native American,Drug/Substance Abuse,,,,,
State,Pennsylvania,42,All,Race,Native American,Drug/Substance Abuse,0.0957,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic Black,Drug/Substance Abuse,0.0302,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic Black,Drug/Substance Abuse,0.1268,,,,
State,Pennsylvania,42,All,Race,non-Hispanic Black,Drug/Substance Abuse,0.0637,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic White,Drug/Substance Abuse,0.015,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic White,Drug/Substance Abuse,0.1221,,,,
State,Pennsylvania,42,All,Race,non-Hispanic White,Drug/Substance Abuse,0.0294,,,,
State,Pennsylvania,42,65+,Race,Asian Pacific Islander,HIV/AIDS,0.0007,,,,
State,Pennsylvania,42,<65,Race,Asian Pacific Islander,HIV/AIDS,0.0054,,,,
State,Pennsylvania,42,All,Race,Asian Pacific Islander,HIV/AIDS,0.0012,,,,
State,Pennsylvania,42,65+,Race,Hispanic,HIV/AIDS,0.0055,,,,
State,Pennsylvania,42,<65,Race,Hispanic,HIV/AIDS,0.0261,,,,
State,Pennsylvania,42,All,Race,Hispanic,HIV/AIDS,0.0135,,,,
State,Pennsylvania,42,65+,Race,Native American,HIV/AIDS,,,,,
State,Pennsylvania,42,<65,Race,Native American,HIV/AIDS,,,,,
State,Pennsylvania,42,All,Race,Native American,HIV/AIDS,,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic Black,HIV/AIDS,0.0089,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic Black,HIV/AIDS,0.0435,,,,
State,Pennsylvania,42,All,Race,non-Hispanic Black,HIV/AIDS,0.0209,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic White,HIV/AIDS,0.0006,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic White,HIV/AIDS,0.0071,,,,
State,Pennsylvania,42,All,Race,non-Hispanic White,HIV/AIDS,0.0015,,,,
State,Pennsylvania,42,65+,Race,Asian Pacific Islander,Heart Failure,0.0926,,,,
State,Pennsylvania,42,<65,Race,Asian Pacific Islander,Heart Failure,0.0797,,,,
State,Pennsylvania,42,All,Race,Asian Pacific Islander,Heart Failure,0.0911,,,,
State,Pennsylvania,42,65+,Race,Hispanic,Heart Failure,0.1328,,,,
State,Pennsylvania,42,<65,Race,Hispanic,Heart Failure,0.0739,,,,
State,Pennsylvania,42,All,Race,Hispanic,Heart Failure,0.1098,,,,
State,Pennsylvania,42,65+,Race,Native American,Heart Failure,0.1458,,,,
State,Pennsylvania,42,<65,Race,Native American,Heart Failure,0.0598,,,,
State,Pennsylvania,42,All,Race,Native American,Heart Failure,0.1037,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic Black,Heart Failure,0.1783,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic Black,Heart Failure,0.1338,,,,
State,Pennsylvania,42,All,Race,non-Hispanic Black,Heart Failure,0.1629,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic White,Heart Failure,0.1423,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic White,Heart Failure,0.0834,,,,
State,Pennsylvania,42,All,Race,non-Hispanic White,Heart Failure,0.1344,,,,
State,Pennsylvania,42,65+,Race,Asian Pacific Islander,Hepatitis (Chronic Viral B & C),0.0234,,,,
State,Pennsylvania,42,<65,Race,Asian Pacific Islander,Hepatitis (Chronic Viral B & C),0.038,,,,
State,Pennsylvania,42,All,Race,Asian Pacific Islander,Hepatitis (Chronic Viral B & C),0.0251,,,,
State,Pennsylvania,42,65+,Race,Hispanic,Hepatitis (Chronic Viral B & C),0.0125,,,,
State,Pennsylvania,42,<65,Race,Hispanic,Hepatitis (Chronic Viral B & C),0.0292,,,,
State,Pennsylvania,42,All,Race,Hispanic,Hepatitis (Chronic Viral B & C),0.019,,,,
State,Pennsylvania,42,65+,Race,Native American,Hepatitis (Chronic Viral B & C),,,,,
State,Pennsylvania,42,<65,Race,Native American,Hepatitis (Chronic Viral B & C),,,,,
State,Pennsylvania,42,All,Race,Native American,Hepatitis (Chronic Viral B & C),0.0319,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic Black,Hepatitis (Chronic Viral B & C),0.0275,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic Black,Hepatitis (Chronic Viral B & C),0.037,,,,
State,Pennsylvania,42,All,Race,non-Hispanic Black,Hepatitis (Chronic Viral B & C),0.0308,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic White,Hepatitis (Chronic Viral B & C),0.0031,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic White,Hepatitis (Chronic Viral B & C),0.0218,,,,
State,Pennsylvania,42,All,Race,non-Hispanic White,Hepatitis (Chronic Viral B & C),0.0056,,,,
State,Pennsylvania,42,65+,Race,Asian Pacific Islander,Hyperlipidemia,0.534,,,,
State,Pennsylvania,42,<65,Race,Asian Pacific Islander,Hyperlipidemia,0.376,,,,
State,Pennsylvania,42,All,Race,Asian Pacific Islander,Hyperlipidemia,0.5154,,,,
State,Pennsylvania,42,65+,Race,Hispanic,Hyperlipidemia,0.509,,,,
State,Pennsylvania,42,<65,Race,Hispanic,Hyperlipidemia,0.33,,,,
State,Pennsylvania,42,All,Race,Hispanic,Hyperlipidemia,0.4391,,,,
State,Pennsylvania,42,65+,Race,Native American,Hyperlipidemia,0.5052,,,,
State,Pennsylvania,42,<65,Race,Native American,Hyperlipidemia,0.2446,,,,
State,Pennsylvania,42,All,Race,Native American,Hyperlipidemia,0.3777,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic Black,Hyperlipidemia,0.4574,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic Black,Hyperlipidemia,0.2877,,,,
State,Pennsylvania,42,All,Race,non-Hispanic Black,Hyperlipidemia,0.3986,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic White,Hyperlipidemia,0.5704,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic White,Hyperlipidemia,0.348,,,,
State,Pennsylvania,42,All,Race,non-Hispanic White,Hyperlipidemia,0.5404,,,,
State,Pennsylvania,42,65+,Race,Asian Pacific Islander,Hypertension,0.572,,,,
State,Pennsylvania,42,<65,Race,Asian Pacific Islander,Hypertension,0.38,,,,
State,Pennsylvania,42,All,Race,Asian Pacific Islander,Hypertension,0.5495,,,,
State,Pennsylvania,42,65+,Race,Hispanic,Hypertension,0.6049,,,,
State,Pennsylvania,42,<65,Race,Hispanic,Hypertension,0.3981,,,,
State,Pennsylvania,42,All,Race,Hispanic,Hypertension,0.5241,,,,
State,Pennsylvania,42,65+,Race,Native American,Hypertension,0.5938,,,,
State,Pennsylvania,42,<65,Race,Native American,Hypertension,0.3261,,,,
State,Pennsylvania,42,All,Race,Native American,Hypertension,0.4628,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic Black,Hypertension,0.6717,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic Black,Hypertension,0.4826,,,,
State,Pennsylvania,42,All,Race,non-Hispanic Black,Hypertension,0.6062,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic White,Hypertension,0.6204,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic White,Hypertension,0.3847,,,,
State,Pennsylvania,42,All,Race,non-Hispanic White,Hypertension,0.5885,,,,
State,Pennsylvania,42,65+,Race,Asian Pacific Islander,Ischemic Heart Disease,0.222,,,,
State,Pennsylvania,42,<65,Race,Asian Pacific Islander,Ischemic Heart Disease,0.1388,,,,
State,Pennsylvania,42,All,Race,Asian Pacific Islander,Ischemic Heart Disease,0.2122,,,,
State,Pennsylvania,42,65+,Race,Hispanic,Ischemic Heart Disease,0.2666,,,,
State,Pennsylvania,42,<65,Race,Hispanic,Ischemic Heart Disease,0.1369,,,,
State,Pennsylvania,42,All,Race,Hispanic,Ischemic Heart Disease,0.216,,,,
State,Pennsylvania,42,65+,Race,Native American,Ischemic Heart Disease,0.3125,,,,
State,Pennsylvania,42,<65,Race,Native American,Ischemic Heart Disease,0.1413,,,,
State,Pennsylvania,42,All,Race,Native American,Ischemic Heart Disease,0.2287,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic Black,Ischemic Heart Disease,0.2718,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic Black,Ischemic Heart Disease,0.1723,,,,
State,Pennsylvania,42,All,Race,non-Hispanic Black,Ischemic Heart Disease,0.2373,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic White,Ischemic Heart Disease,0.298,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic White,Ischemic Heart Disease,0.1655,,,,
State,Pennsylvania,42,All,Race,non-Hispanic White,Ischemic Heart Disease,0.2801,,,,
State,Pennsylvania,42,65+,Race,Asian Pacific Islander,Osteoporosis,0.1116,,,,
State,Pennsylvania,42,<65,Race,Asian Pacific Islander,Osteoporosis,0.0251,,,,
State,Pennsylvania,42,All,Race,Asian Pacific Islander,Osteoporosis,0.1014,,,,
State,Pennsylvania,42,65+,Race,Hispanic,Osteoporosis,0.0732,,,,
State,Pennsylvania,42,<65,Race,Hispanic,Osteoporosis,0.0191,,,,
State,Pennsylvania,42,All,Race,Hispanic,Osteoporosis,0.0521,,,,
State,Pennsylvania,42,65+,Race,Native American,Osteoporosis,,,,,
State,Pennsylvania,42,<65,Race,Native American,Osteoporosis,,,,,
State,Pennsylvania,42,All,Race,Native American,Osteoporosis,0.0399,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic Black,Osteoporosis,0.045,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic Black,Osteoporosis,0.0141,,,,
State,Pennsylvania,42,All,Race,non-Hispanic Black,Osteoporosis,0.0343,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic White,Osteoporosis,0.0855,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic White,Osteoporosis,0.0308,,,,
State,Pennsylvania,42,All,Race,non-Hispanic White,Osteoporosis,0.0781,,,,
State,Pennsylvania,42,65+,Race,Asian Pacific Islander,Schizophrenia and Other Psychotic Disorders,0.0101,,,,
State,Pennsylvania,42,<65,Race,Asian Pacific Islander,Schizophrenia and Other Psychotic Disorders,0.1079,,,,
State,Pennsylvania,42,All,Race,Asian Pacific Islander,Schizophrenia and Other Psychotic Disorders,0.0215,,,,
State,Pennsylvania,42,65+,Race,Hispanic,Schizophrenia and Other Psychotic Disorders,0.0302,,,,
State,Pennsylvania,42,<65,Race,Hispanic,Schizophrenia and Other Psychotic Disorders,0.0939,,,,
State,Pennsylvania,42,All,Race,Hispanic,Schizophrenia and Other Psychotic Disorders,0.0551,,,,
State,Pennsylvania,42,65+,Race,Native American,Schizophrenia and Other Psychotic Disorders,,,,,
State,Pennsylvania,42,<65,Race,Native American,Schizophrenia and Other Psychotic Disorders,,,,,
State,Pennsylvania,42,All,Race,Native American,Schizophrenia and Other Psychotic Disorders,0.0878,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic Black,Schizophrenia and Other Psychotic Disorders,0.0393,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic Black,Schizophrenia and Other Psychotic Disorders,0.1212,,,,
State,Pennsylvania,42,All,Race,non-Hispanic Black,Schizophrenia and Other Psychotic Disorders,0.0677,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic White,Schizophrenia and Other Psychotic Disorders,0.0172,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic White,Schizophrenia and Other Psychotic Disorders,0.0887,,,,
State,Pennsylvania,42,All,Race,non-Hispanic White,Schizophrenia and Other Psychotic Disorders,0.0269,,,,
State,Pennsylvania,42,65+,Race,Asian Pacific Islander,Stroke,0.0407,,,,
State,Pennsylvania,42,<65,Race,Asian Pacific Islander,Stroke,0.0367,,,,
State,Pennsylvania,42,All,Race,Asian Pacific Islander,Stroke,0.0402,,,,
State,Pennsylvania,42,65+,Race,Hispanic,Stroke,0.0507,,,,
State,Pennsylvania,42,<65,Race,Hispanic,Stroke,0.0274,,,,
State,Pennsylvania,42,All,Race,Hispanic,Stroke,0.0417,,,,
State,Pennsylvania,42,65+,Race,Native American,Stroke,,,,,
State,Pennsylvania,42,<65,Race,Native American,Stroke,,,,,
State,Pennsylvania,42,All,Race,Native American,Stroke,0.0452,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic Black,Stroke,0.0666,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic Black,Stroke,0.0438,,,,
State,Pennsylvania,42,All,Race,non-Hispanic Black,Stroke,0.0587,,,,
State,Pennsylvania,42,65+,Race,non-Hispanic White,Stroke,0.0446,,,,
State,Pennsylvania,42,<65,Race,non-Hispanic White,Stroke,0.0281,,,,
State,Pennsylvania,42,All,Race,non-Hispanic White,Stroke,0.0424,,,,
State,Puerto Rico,,65+,Race,Asian Pacific Islander,Alcohol Abuse,,,,,
State,Puerto Rico,,<65,Race,Asian Pacific Islander,Alcohol Abuse,,,,,
State,Puerto Rico,,All,Race,Asian Pacific Islander,Alcohol Abuse,0,,,,
State,Puerto Rico,,65+,Race,Hispanic,Alcohol Abuse,,,,,
State,Puerto Rico,,<65,Race,Hispanic,Alcohol Abuse,,,,,
State,Puerto Rico,,All,Race,Hispanic,Alcohol Abuse,0.0066,,,,
State,Puerto Rico,,65+,Race,Native American,Alcohol Abuse,,,,,
State,Puerto Rico,,<65,Race,Native American,Alcohol Abuse,,,,,
State,Puerto Rico,,All,Race,Native American,Alcohol Abuse,0,,,,
State,Puerto Rico,,65+,Race,non-Hispanic Black,Alcohol Abuse,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic Black,Alcohol Abuse,,,,,
State,Puerto Rico,,All,Race,non-Hispanic Black,Alcohol Abuse,0,,,,
State,Puerto Rico,,65+,Race,non-Hispanic White,Alcohol Abuse,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic White,Alcohol Abuse,,,,,
State,Puerto Rico,,All,Race,non-Hispanic White,Alcohol Abuse,,,,,
State,Puerto Rico,,65+,Race,Asian Pacific Islander,Alzheimer's Disease/Dementia,,,,,
State,Puerto Rico,,<65,Race,Asian Pacific Islander,Alzheimer's Disease/Dementia,,,,,
State,Puerto Rico,,All,Race,Asian Pacific Islander,Alzheimer's Disease/Dementia,0,,,,
State,Puerto Rico,,65+,Race,Hispanic,Alzheimer's Disease/Dementia,,,,,
State,Puerto Rico,,<65,Race,Hispanic,Alzheimer's Disease/Dementia,,,,,
State,Puerto Rico,,All,Race,Hispanic,Alzheimer's Disease/Dementia,0.1407,,,,
State,Puerto Rico,,65+,Race,Native American,Alzheimer's Disease/Dementia,,,,,
State,Puerto Rico,,<65,Race,Native American,Alzheimer's Disease/Dementia,,,,,
State,Puerto Rico,,All,Race,Native American,Alzheimer's Disease/Dementia,0,,,,
State,Puerto Rico,,65+,Race,non-Hispanic Black,Alzheimer's Disease/Dementia,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic Black,Alzheimer's Disease/Dementia,,,,,
State,Puerto Rico,,All,Race,non-Hispanic Black,Alzheimer's Disease/Dementia,,,,,
State,Puerto Rico,,65+,Race,non-Hispanic White,Alzheimer's Disease/Dementia,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic White,Alzheimer's Disease/Dementia,,,,,
State,Puerto Rico,,All,Race,non-Hispanic White,Alzheimer's Disease/Dementia,0.1003,,,,
State,Puerto Rico,,65+,Race,Asian Pacific Islander,Arthritis,,,,,
State,Puerto Rico,,<65,Race,Asian Pacific Islander,Arthritis,,,,,
State,Puerto Rico,,All,Race,Asian Pacific Islander,Arthritis,,,,,
State,Puerto Rico,,65+,Race,Hispanic,Arthritis,,,,,
State,Puerto Rico,,<65,Race,Hispanic,Arthritis,,,,,
State,Puerto Rico,,All,Race,Hispanic,Arthritis,0.297,,,,
State,Puerto Rico,,65+,Race,Native American,Arthritis,,,,,
State,Puerto Rico,,<65,Race,Native American,Arthritis,,,,,
State,Puerto Rico,,All,Race,Native American,Arthritis,,,,,
State,Puerto Rico,,65+,Race,non-Hispanic Black,Arthritis,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic Black,Arthritis,,,,,
State,Puerto Rico,,All,Race,non-Hispanic Black,Arthritis,,,,,
State,Puerto Rico,,65+,Race,non-Hispanic White,Arthritis,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic White,Arthritis,,,,,
State,Puerto Rico,,All,Race,non-Hispanic White,Arthritis,0.3073,,,,
State,Puerto Rico,,65+,Race,Asian Pacific Islander,Asthma,,,,,
State,Puerto Rico,,<65,Race,Asian Pacific Islander,Asthma,,,,,
State,Puerto Rico,,All,Race,Asian Pacific Islander,Asthma,0,,,,
State,Puerto Rico,,65+,Race,Hispanic,Asthma,,,,,
State,Puerto Rico,,<65,Race,Hispanic,Asthma,,,,,
State,Puerto Rico,,All,Race,Hispanic,Asthma,0.0762,,,,
State,Puerto Rico,,65+,Race,Native American,Asthma,,,,,
State,Puerto Rico,,<65,Race,Native American,Asthma,,,,,
State,Puerto Rico,,All,Race,Native American,Asthma,0,,,,
State,Puerto Rico,,65+,Race,non-Hispanic Black,Asthma,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic Black,Asthma,,,,,
State,Puerto Rico,,All,Race,non-Hispanic Black,Asthma,0,,,,
State,Puerto Rico,,65+,Race,non-Hispanic White,Asthma,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic White,Asthma,,,,,
State,Puerto Rico,,All,Race,non-Hispanic White,Asthma,0.0469,,,,
State,Puerto Rico,,65+,Race,Asian Pacific Islander,Atrial Fibrillation,,,,,
State,Puerto Rico,,<65,Race,Asian Pacific Islander,Atrial Fibrillation,,,,,
State,Puerto Rico,,All,Race,Asian Pacific Islander,Atrial Fibrillation,0,,,,
State,Puerto Rico,,65+,Race,Hispanic,Atrial Fibrillation,,,,,
State,Puerto Rico,,<65,Race,Hispanic,Atrial Fibrillation,,,,,
State,Puerto Rico,,All,Race,Hispanic,Atrial Fibrillation,0.034,,,,
State,Puerto Rico,,65+,Race,Native American,Atrial Fibrillation,,,,,
State,Puerto Rico,,<65,Race,Native American,Atrial Fibrillation,,,,,
State,Puerto Rico,,All,Race,Native American,Atrial Fibrillation,0,,,,
State,Puerto Rico,,65+,Race,non-Hispanic Black,Atrial Fibrillation,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic Black,Atrial Fibrillation,,,,,
State,Puerto Rico,,All,Race,non-Hispanic Black,Atrial Fibrillation,0,,,,
State,Puerto Rico,,65+,Race,non-Hispanic White,Atrial Fibrillation,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic White,Atrial Fibrillation,,,,,
State,Puerto Rico,,All,Race,non-Hispanic White,Atrial Fibrillation,0.0495,,,,
State,Puerto Rico,,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
State,Puerto Rico,,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
State,Puerto Rico,,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,0,,,,
State,Puerto Rico,,65+,Race,Hispanic,Autism Spectrum Disorders,,,,,
State,Puerto Rico,,<65,Race,Hispanic,Autism Spectrum Disorders,,,,,
State,Puerto Rico,,All,Race,Hispanic,Autism Spectrum Disorders,0.0004,,,,
State,Puerto Rico,,65+,Race,Native American,Autism Spectrum Disorders,,,,,
State,Puerto Rico,,<65,Race,Native American,Autism Spectrum Disorders,,,,,
State,Puerto Rico,,All,Race,Native American,Autism Spectrum Disorders,0,,,,
State,Puerto Rico,,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
State,Puerto Rico,,All,Race,non-Hispanic Black,Autism Spectrum Disorders,0,,,,
State,Puerto Rico,,65+,Race,non-Hispanic White,Autism Spectrum Disorders,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic White,Autism Spectrum Disorders,,,,,
State,Puerto Rico,,All,Race,non-Hispanic White,Autism Spectrum Disorders,0,,,,
State,Puerto Rico,,65+,Race,Asian Pacific Islander,COPD,,,,,
State,Puerto Rico,,<65,Race,Asian Pacific Islander,COPD,,,,,
State,Puerto Rico,,All,Race,Asian Pacific Islander,COPD,0,,,,
State,Puerto Rico,,65+,Race,Hispanic,COPD,,,,,
State,Puerto Rico,,<65,Race,Hispanic,COPD,,,,,
State,Puerto Rico,,All,Race,Hispanic,COPD,0.0716,,,,
State,Puerto Rico,,65+,Race,Native American,COPD,,,,,
State,Puerto Rico,,<65,Race,Native American,COPD,,,,,
State,Puerto Rico,,All,Race,Native American,COPD,0,,,,
State,Puerto Rico,,65+,Race,non-Hispanic Black,COPD,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic Black,COPD,,,,,
State,Puerto Rico,,All,Race,non-Hispanic Black,COPD,,,,,
State,Puerto Rico,,65+,Race,non-Hispanic White,COPD,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic White,COPD,,,,,
State,Puerto Rico,,All,Race,non-Hispanic White,COPD,0.0794,,,,
State,Puerto Rico,,65+,Race,Asian Pacific Islander,Cancer,,,,,
State,Puerto Rico,,<65,Race,Asian Pacific Islander,Cancer,,,,,
State,Puerto Rico,,All,Race,Asian Pacific Islander,Cancer,0,,,,
State,Puerto Rico,,65+,Race,Hispanic,Cancer,,,,,
State,Puerto Rico,,<65,Race,Hispanic,Cancer,,,,,
State,Puerto Rico,,All,Race,Hispanic,Cancer,0.0758,,,,
State,Puerto Rico,,65+,Race,Native American,Cancer,,,,,
State,Puerto Rico,,<65,Race,Native American,Cancer,,,,,
State,Puerto Rico,,All,Race,Native American,Cancer,0,,,,
State,Puerto Rico,,65+,Race,non-Hispanic Black,Cancer,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic Black,Cancer,,,,,
State,Puerto Rico,,All,Race,non-Hispanic Black,Cancer,,,,,
State,Puerto Rico,,65+,Race,non-Hispanic White,Cancer,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic White,Cancer,,,,,
State,Puerto Rico,,All,Race,non-Hispanic White,Cancer,0.1016,,,,
State,Puerto Rico,,65+,Race,Asian Pacific Islander,Chronic Kidney Disease,,,,,
State,Puerto Rico,,<65,Race,Asian Pacific Islander,Chronic Kidney Disease,,,,,
State,Puerto Rico,,All,Race,Asian Pacific Islander,Chronic Kidney Disease,0,,,,
State,Puerto Rico,,65+,Race,Hispanic,Chronic Kidney Disease,,,,,
State,Puerto Rico,,<65,Race,Hispanic,Chronic Kidney Disease,,,,,
State,Puerto Rico,,All,Race,Hispanic,Chronic Kidney Disease,0.3176,,,,
State,Puerto Rico,,65+,Race,Native American,Chronic Kidney Disease,,,,,
State,Puerto Rico,,<65,Race,Native American,Chronic Kidney Disease,,,,,
State,Puerto Rico,,All,Race,Native American,Chronic Kidney Disease,0,,,,
State,Puerto Rico,,65+,Race,non-Hispanic Black,Chronic Kidney Disease,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic Black,Chronic Kidney Disease,,,,,
State,Puerto Rico,,All,Race,non-Hispanic Black,Chronic Kidney Disease,,,,,
State,Puerto Rico,,65+,Race,non-Hispanic White,Chronic Kidney Disease,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic White,Chronic Kidney Disease,,,,,
State,Puerto Rico,,All,Race,non-Hispanic White,Chronic Kidney Disease,0.2344,,,,
State,Puerto Rico,,65+,Race,Asian Pacific Islander,Depression,,,,,
State,Puerto Rico,,<65,Race,Asian Pacific Islander,Depression,,,,,
State,Puerto Rico,,All,Race,Asian Pacific Islander,Depression,0,,,,
State,Puerto Rico,,65+,Race,Hispanic,Depression,,,,,
State,Puerto Rico,,<65,Race,Hispanic,Depression,,,,,
State,Puerto Rico,,All,Race,Hispanic,Depression,0.1305,,,,
State,Puerto Rico,,65+,Race,Native American,Depression,,,,,
State,Puerto Rico,,<65,Race,Native American,Depression,,,,,
State,Puerto Rico,,All,Race,Native American,Depression,0,,,,
State,Puerto Rico,,65+,Race,non-Hispanic Black,Depression,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic Black,Depression,,,,,
State,Puerto Rico,,All,Race,non-Hispanic Black,Depression,0,,,,
State,Puerto Rico,,65+,Race,non-Hispanic White,Depression,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic White,Depression,,,,,
State,Puerto Rico,,All,Race,non-Hispanic White,Depression,0.125,,,,
State,Puerto Rico,,65+,Race,Asian Pacific Islander,Diabetes,,,,,
State,Puerto Rico,,<65,Race,Asian Pacific Islander,Diabetes,,,,,
State,Puerto Rico,,All,Race,Asian Pacific Islander,Diabetes,,,,,
State,Puerto Rico,,65+,Race,Hispanic,Diabetes,,,,,
State,Puerto Rico,,<65,Race,Hispanic,Diabetes,,,,,
State,Puerto Rico,,All,Race,Hispanic,Diabetes,0.4646,,,,
State,Puerto Rico,,65+,Race,Native American,Diabetes,,,,,
State,Puerto Rico,,<65,Race,Native American,Diabetes,,,,,
State,Puerto Rico,,All,Race,Native American,Diabetes,,,,,
State,Puerto Rico,,65+,Race,non-Hispanic Black,Diabetes,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic Black,Diabetes,,,,,
State,Puerto Rico,,All,Race,non-Hispanic Black,Diabetes,0.5185,,,,
State,Puerto Rico,,65+,Race,non-Hispanic White,Diabetes,,,,,
State,Puerto Rico,,<65,Race,non-Hispanic White,Diabetes,,,,,
State,Puerto Rico,,All,Race,non-Hispanic White,Diabetes,0.3971,,,,
State,Puerto Rico,,65+,Race,Asian Pacific Islander,Drug/Substance Abuse,,,,,
